
Results for Query: what articles exist which deal with tss (time sharing system), an operating system for ibm computers?


Query Q0  Doc_ID     Rank  Score      System Name
    1 Q0  CACM-0971  53    15.449     BM25_with_1Grams
    1 Q0  CACM-1885  54    15.449     BM25_with_1Grams
    1 Q0  CACM-1315  55    15.438     BM25_with_1Grams
    1 Q0  CACM-1753  56    15.421     BM25_with_1Grams
    1 Q0  CACM-2764  57    15.406     BM25_with_1Grams
    1 Q0  CACM-2080  58    15.376     BM25_with_1Grams
    1 Q0  CACM-1304  59    15.349     BM25_with_1Grams
    1 Q0  CACM-2597  60    15.22      BM25_with_1Grams
    1 Q0  CACM-1685  61    15.219     BM25_with_1Grams
    1 Q0  CACM-1173  62    15.135     BM25_with_1Grams
    1 Q0  CACM-2542  63    15.113     BM25_with_1Grams
    1 Q0  CACM-2378  64    15.107     BM25_with_1Grams
    1 Q0  CACM-3068  65    15.028     BM25_with_1Grams
    1 Q0  CACM-1236  66    15.001     BM25_with_1Grams
    1 Q0  CACM-2681  67    14.966     BM25_with_1Grams
    1 Q0  CACM-1195  68    14.946     BM25_with_1Grams
    1 Q0  CACM-2624  69    14.866     BM25_with_1Grams
    1 Q0  CACM-2796  70    14.861     BM25_with_1Grams
    1 Q0  CACM-1046  71    14.859     BM25_with_1Grams
    1 Q0  CACM-1462  72    14.834     BM25_with_1Grams
    1 Q0  CACM-2398  73    14.78      BM25_with_1Grams
    1 Q0  CACM-2188  74    14.7       BM25_with_1Grams
    1 Q0  CACM-2560  75    14.606     BM25_with_1Grams
    1 Q0  CACM-1960  76    14.594     BM25_with_1Grams
    1 Q0  CACM-2868  77    14.576     BM25_with_1Grams
    1 Q0  CACM-2946  78    14.562     BM25_with_1Grams
    1 Q0  CACM-1697  79    14.526     BM25_with_1Grams
    1 Q0  CACM-2920  80    14.412     BM25_with_1Grams
    1 Q0  CACM-1518  81    14.411     BM25_with_1Grams
    1 Q0  CACM-2917  82    14.358     BM25_with_1Grams
    1 Q0  CACM-2219  83    14.329     BM25_with_1Grams
    1 Q0  CACM-1805  84    14.322     BM25_with_1Grams
    1 Q0  CACM-1472  85    14.306     BM25_with_1Grams
    1 Q0  CACM-3137  86    14.246     BM25_with_1Grams
    1 Q0  CACM-2878  87    14.105     BM25_with_1Grams
    1 Q0  CACM-1163  88    13.998     BM25_with_1Grams
    1 Q0  CACM-2950  89    13.994     BM25_with_1Grams
    1 Q0  CACM-1626  90    13.986     BM25_with_1Grams
    1 Q0  CACM-2622  91    13.885     BM25_with_1Grams
    1 Q0  CACM-2951  92    13.76      BM25_with_1Grams
    1 Q0  CACM-0098  93    13.689     BM25_with_1Grams
    1 Q0  CACM-0202  94    13.664     BM25_with_1Grams
    1 Q0  CACM-1747  95    13.633     BM25_with_1Grams
    1 Q0  CACM-2003  96    13.606     BM25_with_1Grams
    1 Q0  CACM-2372  97    13.589     BM25_with_1Grams
    1 Q0  CACM-2218  98    13.562     BM25_with_1Grams
    1 Q0  CACM-1534  99    13.464     BM25_with_1Grams
    1 Q0  CACM-2840  100   13.441     BM25_with_1Grams

Results for Query: i am interested in articles written either by prieve or udo pooch  prieve, b. pooch, u.


Query Q0  Doc_ID     Rank  Score      System Name
    2 Q0  CACM-2434  1     30.254     BM25_with_1Grams
    2 Q0  CACM-3078  2     28.319     BM25_with_1Grams
    2 Q0  CACM-2863  3     26.082     BM25_with_1Grams
    2 Q0  CACM-3129  4     12.21      BM25_with_1Grams
    2 Q0  CACM-1519  5     11.069     BM25_with_1Grams
    2 Q0  CACM-0497  6     10.74      BM25_with_1Grams
    2 Q0  CACM-1379  7     10.72      BM25_with_1Grams
    2 Q0  CACM-1977  8     10.336     BM25_with_1Grams
    2 Q0  CACM-2786  9     10.237     BM25_with_1Grams
    2 Q0  CACM-0727  10    10.171     BM25_with_1Grams
    2 Q0  CACM-1364  11    9.993      BM25_with_1Grams
    2 Q0  CACM-1264  12    9.83       BM25_with_1Grams
    2 Q0  CACM-1012  13    9.565      BM25_with_1Grams
    2 Q0  CACM-3202  14    9.104      BM25_with_1Grams
    2 Q0  CACM-0335  15    8.993      BM25_with_1Grams
    2 Q0  CACM-2177  16    8.754      BM25_with_1Grams
    2 Q0  CACM-1010  17    8.713      BM25_with_1Grams
    2 Q0  CACM-1046  18    8.65       BM25_with_1Grams
    2 Q0  CACM-1931  19    8.629      BM25_with_1Grams
    2 Q0  CACM-2194  20    8.456      BM25_with_1Grams
    2 Q0  CACM-0282  21    8.32       BM25_with_1Grams
    2 Q0  CACM-1593  22    8.046      BM25_with_1Grams
    2 Q0  CACM-0616  23    7.952      BM25_with_1Grams
    2 Q0  CACM-1272  24    7.865      BM25_with_1Grams
    2 Q0  CACM-3144  25    7.804      BM25_with_1Grams
    2 Q0  CACM-2250  26    7.773      BM25_with_1Grams
    2 Q0  CACM-2039  27    7.771      BM25_with_1Grams
    2 Q0  CACM-3171  28    7.665      BM25_with_1Grams
    2 Q0  CACM-1553  29    7.456      BM25_with_1Grams
    2 Q0  CACM-1652  30    7.38       BM25_with_1Grams
    2 Q0  CACM-2215  31    7.35       BM25_with_1Grams
    2 Q0  CACM-1975  32    7.296      BM25_with_1Grams
    2 Q0  CACM-2572  33    7.216      BM25_with_1Grams
    2 Q0  CACM-2939  34    7.182      BM25_with_1Grams
    2 Q0  CACM-2047  35    7.143      BM25_with_1Grams
    2 Q0  CACM-0242  36    7.106      BM25_with_1Grams
    2 Q0  CACM-3059  37    7.101      BM25_with_1Grams
    2 Q0  CACM-1259  38    7.024      BM25_with_1Grams
    2 Q0  CACM-1334  39    6.959      BM25_with_1Grams
    2 Q0  CACM-1867  40    6.952      BM25_with_1Grams
    2 Q0  CACM-0047  41    6.935      BM25_with_1Grams
    2 Q0  CACM-3117  42    6.837      BM25_with_1Grams
    2 Q0  CACM-2439  43    6.834      BM25_with_1Grams
    2 Q0  CACM-1764  44    6.814      BM25_with_1Grams
    2 Q0  CACM-1821  45    6.782      BM25_with_1Grams
    2 Q0  CACM-1154  46    6.767      BM25_with_1Grams
    2 Q0  CACM-3072  47    6.696      BM25_with_1Grams
    2 Q0  CACM-2771  48    6.695      BM25_with_1Grams
    2 Q0  CACM-2852  49    6.687      BM25_with_1Grams
    2 Q0  CACM-3136  50    6.656      BM25_with_1Grams
    2 Q0  CACM-2002  51    6.635      BM25_with_1Grams
    2 Q0  CACM-2905  52    6.548      BM25_with_1Grams
    2 Q0  CACM-1877  53    6.492      BM25_with_1Grams
    2 Q0  CACM-2980  54    6.455      BM25_with_1Grams
    2 Q0  CACM-1542  55    6.427      BM25_with_1Grams
    2 Q0  CACM-1062  56    6.407      BM25_with_1Grams
    2 Q0  CACM-1397  57    6.404      BM25_with_1Grams
    2 Q0  CACM-1166  58    6.305      BM25_with_1Grams
    2 Q0  CACM-1861  59    6.273      BM25_with_1Grams
    2 Q0  CACM-1309  60    6.182      BM25_with_1Grams
    2 Q0  CACM-1674  61    6.17       BM25_with_1Grams
    2 Q0  CACM-3057  62    6.117      BM25_with_1Grams
    2 Q0  CACM-1486  63    6.116      BM25_with_1Grams
    2 Q0  CACM-2219  64    6.06       BM25_with_1Grams
    2 Q0  CACM-1676  65    6.009      BM25_with_1Grams
    2 Q0  CACM-1464  66    6.008      BM25_with_1Grams
    2 Q0  CACM-0626  67    5.975      BM25_with_1Grams
    2 Q0  CACM-3199  68    5.963      BM25_with_1Grams
    2 Q0  CACM-3110  69    5.963      BM25_with_1Grams
    2 Q0  CACM-0847  70    5.948      BM25_with_1Grams
    2 Q0  CACM-0204  71    5.917      BM25_with_1Grams
    2 Q0  CACM-1846  72    5.89       BM25_with_1Grams
    2 Q0  CACM-1634  73    5.884      BM25_with_1Grams
    2 Q0  CACM-0531  74    5.878      BM25_with_1Grams
    2 Q0  CACM-1200  75    5.864      BM25_with_1Grams
    2 Q0  CACM-1523  76    5.86       BM25_with_1Grams
    2 Q0  CACM-2368  77    5.809      BM25_with_1Grams
    2 Q0  CACM-2352  78    5.798      BM25_with_1Grams
    2 Q0  CACM-2304  79    5.785      BM25_with_1Grams
    2 Q0  CACM-0002  80    5.777      BM25_with_1Grams
    2 Q0  CACM-1117  81    5.763      BM25_with_1Grams
    2 Q0  CACM-1705  82    5.747      BM25_with_1Grams
    2 Q0  CACM-1214  83    5.682      BM25_with_1Grams
    2 Q0  CACM-0210  84    5.644      BM25_with_1Grams
    2 Q0  CACM-2916  85    5.625      BM25_with_1Grams
    2 Q0  CACM-2899  86    5.62       BM25_with_1Grams
    2 Q0  CACM-3180  87    5.582      BM25_with_1Grams
    2 Q0  CACM-0597  88    5.581      BM25_with_1Grams
    2 Q0  CACM-0435  89    5.572      BM25_with_1Grams
    2 Q0  CACM-2845  90    5.565      BM25_with_1Grams
    2 Q0  CACM-2451  91    5.557      BM25_with_1Grams
    2 Q0  CACM-3086  92    5.539      BM25_with_1Grams
    2 Q0  CACM-0397  93    5.513      BM25_with_1Grams
    2 Q0  CACM-1391  94    5.512      BM25_with_1Grams
    2 Q0  CACM-1527  95    5.505      BM25_with_1Grams
    2 Q0  CACM-1930  96    5.463      BM25_with_1Grams
    2 Q0  CACM-2342  97    5.459      BM25_with_1Grams
    2 Q0  CACM-1625  98    5.454      BM25_with_1Grams
    2 Q0  CACM-1014  99    5.44       BM25_with_1Grams
    2 Q0  CACM-1197  100   5.396      BM25_with_1Grams

Results for Query: intermediate languages used in construction of multi-targeted compilers; tcoll


Query Q0  Doc_ID     Rank  Score      System Name
    3 Q0  CACM-2061  1     7.715      BM25_with_1Grams
    3 Q0  CACM-2112  2     7.512      BM25_with_1Grams
    3 Q0  CACM-2411  3     7.284      BM25_with_1Grams
    3 Q0  CACM-2579  4     7.226      BM25_with_1Grams
    3 Q0  CACM-1496  5     6.945      BM25_with_1Grams
    3 Q0  CACM-0799  6     6.794      BM25_with_1Grams
    3 Q0  CACM-0205  7     6.706      BM25_with_1Grams
    3 Q0  CACM-0252  8     6.517      BM25_with_1Grams
    3 Q0  CACM-1723  9     6.5        BM25_with_1Grams
    3 Q0  CACM-2921  10    6.381      BM25_with_1Grams
    3 Q0  CACM-1565  11    6.089      BM25_with_1Grams
    3 Q0  CACM-2939  12    6.061      BM25_with_1Grams
    3 Q0  CACM-0637  13    5.951      BM25_with_1Grams
    3 Q0  CACM-0929  14    5.908      BM25_with_1Grams
    3 Q0  CACM-3115  15    5.778      BM25_with_1Grams
    3 Q0  CACM-1787  16    5.723      BM25_with_1Grams
    3 Q0  CACM-0100  17    5.627      BM25_with_1Grams
    3 Q0  CACM-3093  18    5.625      BM25_with_1Grams
    3 Q0  CACM-3102  19    5.61       BM25_with_1Grams
    3 Q0  CACM-2886  20    5.562      BM25_with_1Grams
    3 Q0  CACM-2551  21    5.546      BM25_with_1Grams
    3 Q0  CACM-3099  22    5.514      BM25_with_1Grams
    3 Q0  CACM-2558  23    5.474      BM25_with_1Grams
    3 Q0  CACM-2658  24    5.426      BM25_with_1Grams
    3 Q0  CACM-1852  25    5.409      BM25_with_1Grams
    3 Q0  CACM-1387  26    5.203      BM25_with_1Grams
    3 Q0  CACM-1788  27    5.183      BM25_with_1Grams
    3 Q0  CACM-1835  28    5.033      BM25_with_1Grams
    3 Q0  CACM-1223  29    4.971      BM25_with_1Grams
    3 Q0  CACM-2684  30    4.965      BM25_with_1Grams
    3 Q0  CACM-3030  31    4.948      BM25_with_1Grams
    3 Q0  CACM-1134  32    4.87       BM25_with_1Grams
    3 Q0  CACM-0249  33    4.835      BM25_with_1Grams
    3 Q0  CACM-2495  34    4.824      BM25_with_1Grams
    3 Q0  CACM-3130  35    4.735      BM25_with_1Grams
    3 Q0  CACM-2867  36    4.72       BM25_with_1Grams
    3 Q0  CACM-0077  37    4.716      BM25_with_1Grams
    3 Q0  CACM-1313  38    4.716      BM25_with_1Grams
    3 Q0  CACM-1533  39    4.674      BM25_with_1Grams
    3 Q0  CACM-0051  40    4.643      BM25_with_1Grams
    3 Q0  CACM-1402  41    4.638      BM25_with_1Grams
    3 Q0  CACM-1947  42    4.622      BM25_with_1Grams
    3 Q0  CACM-1807  43    4.617      BM25_with_1Grams
    3 Q0  CACM-2587  44    4.608      BM25_with_1Grams
    3 Q0  CACM-3171  45    4.603      BM25_with_1Grams
    3 Q0  CACM-2534  46    4.55       BM25_with_1Grams
    3 Q0  CACM-3105  47    4.528      BM25_with_1Grams
    3 Q0  CACM-0303  48    4.498      BM25_with_1Grams
    3 Q0  CACM-2066  49    4.47       BM25_with_1Grams
    3 Q0  CACM-1138  50    4.461      BM25_with_1Grams
    3 Q0  CACM-1029  51    4.46       BM25_with_1Grams
    3 Q0  CACM-2659  52    4.405      BM25_with_1Grams
    3 Q0  CACM-2603  53    4.397      BM25_with_1Grams
    3 Q0  CACM-0463  54    4.39       BM25_with_1Grams
    3 Q0  CACM-2316  55    4.36       BM25_with_1Grams
    3 Q0  CACM-1457  56    4.303      BM25_with_1Grams
    3 Q0  CACM-1484  57    4.271      BM25_with_1Grams
    3 Q0  CACM-1783  58    4.237      BM25_with_1Grams
    3 Q0  CACM-1466  59    4.207      BM25_with_1Grams
    3 Q0  CACM-2254  60    4.171      BM25_with_1Grams
    3 Q0  CACM-1350  61    4.164      BM25_with_1Grams
    3 Q0  CACM-1102  62    4.138      BM25_with_1Grams
    3 Q0  CACM-2138  63    4.043      BM25_with_1Grams
    3 Q0  CACM-1923  64    4.0        BM25_with_1Grams
    3 Q0  CACM-2873  65    3.991      BM25_with_1Grams
    3 Q0  CACM-2652  66    3.975      BM25_with_1Grams
    3 Q0  CACM-2111  67    3.96       BM25_with_1Grams
    3 Q0  CACM-2929  68    3.959      BM25_with_1Grams
    3 Q0  CACM-0628  69    3.946      BM25_with_1Grams
    3 Q0  CACM-3124  70    3.916      BM25_with_1Grams
    3 Q0  CACM-1135  71    3.895      BM25_with_1Grams
    3 Q0  CACM-2708  72    3.876      BM25_with_1Grams
    3 Q0  CACM-1459  73    3.873      BM25_with_1Grams
    3 Q0  CACM-2718  74    3.868      BM25_with_1Grams
    3 Q0  CACM-1098  75    3.862      BM25_with_1Grams
    3 Q0  CACM-1007  76    3.85       BM25_with_1Grams
    3 Q0  CACM-1988  77    3.843      BM25_with_1Grams
    3 Q0  CACM-1572  78    3.764      BM25_with_1Grams
    3 Q0  CACM-2542  79    3.749      BM25_with_1Grams
    3 Q0  CACM-1062  80    3.742      BM25_with_1Grams
    3 Q0  CACM-1366  81    3.738      BM25_with_1Grams
    3 Q0  CACM-2295  82    3.728      BM25_with_1Grams
    3 Q0  CACM-2661  83    3.716      BM25_with_1Grams
    3 Q0  CACM-0857  84    3.702      BM25_with_1Grams
    3 Q0  CACM-2705  85    3.693      BM25_with_1Grams
    3 Q0  CACM-2449  86    3.692      BM25_with_1Grams
    3 Q0  CACM-2470  87    3.676      BM25_with_1Grams
    3 Q0  CACM-2423  88    3.633      BM25_with_1Grams
    3 Q0  CACM-1392  89    3.632      BM25_with_1Grams
    3 Q0  CACM-1869  90    3.631      BM25_with_1Grams
    3 Q0  CACM-1703  91    3.566      BM25_with_1Grams
    3 Q0  CACM-2064  92    3.556      BM25_with_1Grams
    3 Q0  CACM-2424  93    3.526      BM25_with_1Grams
    3 Q0  CACM-1678  94    3.508      BM25_with_1Grams
    3 Q0  CACM-2317  95    3.502      BM25_with_1Grams
    3 Q0  CACM-0070  96    3.495      BM25_with_1Grams
    3 Q0  CACM-1456  97    3.47       BM25_with_1Grams
    3 Q0  CACM-1162  98    3.46       BM25_with_1Grams
    3 Q0  CACM-1658  99    3.44       BM25_with_1Grams
    3 Q0  CACM-2710  100   3.432      BM25_with_1Grams

Results for Query: i'm interested in mechanisms for communicating between disjoint processes, possibly, but not exclusively, in a distributed environment.  i would rather see descriptions of complete mechanisms, with or without implementations, as opposed to theoretical work on the abstract problem.  remote procedure calls and message-passing are examples of my interests.


Query Q0  Doc_ID     Rank  Score      System Name
    4 Q0  CACM-2377  1     35.089     BM25_with_1Grams
    4 Q0  CACM-2844  2     31.775     BM25_with_1Grams
    4 Q0  CACM-2939  3     30.822     BM25_with_1Grams
    4 Q0  CACM-3128  4     29.192     BM25_with_1Grams
    4 Q0  CACM-2905  5     25.404     BM25_with_1Grams
    4 Q0  CACM-2558  6     25.237     BM25_with_1Grams
    4 Q0  CACM-0483  7     25.034     BM25_with_1Grams
    4 Q0  CACM-3043  8     24.913     BM25_with_1Grams
    4 Q0  CACM-3188  9     24.188     BM25_with_1Grams
    4 Q0  CACM-2742  10    23.983     BM25_with_1Grams
    4 Q0  CACM-2767  11    23.692     BM25_with_1Grams
    4 Q0  CACM-2870  12    22.509     BM25_with_1Grams
    4 Q0  CACM-2895  13    21.854     BM25_with_1Grams
    4 Q0  CACM-1727  14    21.065     BM25_with_1Grams
    4 Q0  CACM-1458  15    20.873     BM25_with_1Grams
    4 Q0  CACM-1931  16    20.647     BM25_with_1Grams
    4 Q0  CACM-3105  17    20.572     BM25_with_1Grams
    4 Q0  CACM-3059  18    20.474     BM25_with_1Grams
    4 Q0  CACM-2721  19    20.465     BM25_with_1Grams
    4 Q0  CACM-2626  20    20.213     BM25_with_1Grams
    4 Q0  CACM-2916  21    19.793     BM25_with_1Grams
    4 Q0  CACM-2314  22    19.583     BM25_with_1Grams
    4 Q0  CACM-2439  23    19.211     BM25_with_1Grams
    4 Q0  CACM-2342  24    19.196     BM25_with_1Grams
    4 Q0  CACM-1584  25    19.139     BM25_with_1Grams
    4 Q0  CACM-1020  26    19.109     BM25_with_1Grams
    4 Q0  CACM-1190  27    18.808     BM25_with_1Grams
    4 Q0  CACM-1378  28    18.808     BM25_with_1Grams
    4 Q0  CACM-1606  29    18.808     BM25_with_1Grams
    4 Q0  CACM-2840  30    18.775     BM25_with_1Grams
    4 Q0  CACM-1575  31    18.661     BM25_with_1Grams
    4 Q0  CACM-3072  32    18.646     BM25_with_1Grams
    4 Q0  CACM-0526  33    18.283     BM25_with_1Grams
    4 Q0  CACM-1166  34    18.266     BM25_with_1Grams
    4 Q0  CACM-0880  35    18.213     BM25_with_1Grams
    4 Q0  CACM-0171  36    17.99      BM25_with_1Grams
    4 Q0  CACM-2936  37    17.956     BM25_with_1Grams
    4 Q0  CACM-0879  38    17.929     BM25_with_1Grams
    4 Q0  CACM-1407  39    17.735     BM25_with_1Grams
    4 Q0  CACM-2845  40    17.679     BM25_with_1Grams
    4 Q0  CACM-1943  41    17.658     BM25_with_1Grams
    4 Q0  CACM-0584  42    17.64      BM25_with_1Grams
    4 Q0  CACM-1301  43    17.584     BM25_with_1Grams
    4 Q0  CACM-1519  44    17.582     BM25_with_1Grams
    4 Q0  CACM-2060  45    17.267     BM25_with_1Grams
    4 Q0  CACM-2473  46    17.18      BM25_with_1Grams
    4 Q0  CACM-0648  47    17.144     BM25_with_1Grams
    4 Q0  CACM-3028  48    17.097     BM25_with_1Grams
    4 Q0  CACM-2199  49    17.052     BM25_with_1Grams
    4 Q0  CACM-1321  50    17.005     BM25_with_1Grams
    4 Q0  CACM-1343  51    17.005     BM25_with_1Grams
    4 Q0  CACM-0069  52    16.909     BM25_with_1Grams
    4 Q0  CACM-2632  53    16.904     BM25_with_1Grams
    4 Q0  CACM-0204  54    16.868     BM25_with_1Grams
    4 Q0  CACM-2536  55    16.809     BM25_with_1Grams
    4 Q0  CACM-0018  56    16.601     BM25_with_1Grams
    4 Q0  CACM-0200  57    16.601     BM25_with_1Grams
    4 Q0  CACM-0201  58    16.601     BM25_with_1Grams
    4 Q0  CACM-0967  59    16.601     BM25_with_1Grams
    4 Q0  CACM-1012  60    16.594     BM25_with_1Grams
    4 Q0  CACM-2100  61    16.47      BM25_with_1Grams
    4 Q0  CACM-2381  62    16.376     BM25_with_1Grams
    4 Q0  CACM-0749  63    16.293     BM25_with_1Grams
    4 Q0  CACM-3057  64    16.162     BM25_with_1Grams
    4 Q0  CACM-2931  65    16.125     BM25_with_1Grams
    4 Q0  CACM-0043  66    16.068     BM25_with_1Grams
    4 Q0  CACM-1057  67    16.03      BM25_with_1Grams
    4 Q0  CACM-1323  68    16.016     BM25_with_1Grams
    4 Q0  CACM-1165  69    16.01      BM25_with_1Grams
    4 Q0  CACM-0616  70    15.987     BM25_with_1Grams
    4 Q0  CACM-1530  71    15.972     BM25_with_1Grams
    4 Q0  CACM-0452  72    15.934     BM25_with_1Grams
    4 Q0  CACM-0225  73    15.902     BM25_with_1Grams
    4 Q0  CACM-2848  74    15.785     BM25_with_1Grams
    4 Q0  CACM-1582  75    15.776     BM25_with_1Grams
    4 Q0  CACM-2157  76    15.766     BM25_with_1Grams
    4 Q0  CACM-1485  77    15.726     BM25_with_1Grams
    4 Q0  CACM-1665  78    15.624     BM25_with_1Grams
    4 Q0  CACM-1574  79    15.53      BM25_with_1Grams
    4 Q0  CACM-1580  80    15.53      BM25_with_1Grams
    4 Q0  CACM-1583  81    15.53      BM25_with_1Grams
    4 Q0  CACM-1585  82    15.53      BM25_with_1Grams
    4 Q0  CACM-1881  83    15.496     BM25_with_1Grams
    4 Q0  CACM-1895  84    15.496     BM25_with_1Grams
    4 Q0  CACM-1581  85    15.41      BM25_with_1Grams
    4 Q0  CACM-1135  86    15.322     BM25_with_1Grams
    4 Q0  CACM-1463  87    15.317     BM25_with_1Grams
    4 Q0  CACM-1850  88    15.292     BM25_with_1Grams
    4 Q0  CACM-1579  89    15.292     BM25_with_1Grams
    4 Q0  CACM-1371  90    15.258     BM25_with_1Grams
    4 Q0  CACM-1400  91    15.251     BM25_with_1Grams
    4 Q0  CACM-1062  92    15.166     BM25_with_1Grams
    4 Q0  CACM-2969  93    15.134     BM25_with_1Grams
    4 Q0  CACM-1159  94    15.097     BM25_with_1Grams
    4 Q0  CACM-2177  95    14.912     BM25_with_1Grams
    4 Q0  CACM-2406  96    14.797     BM25_with_1Grams
    4 Q0  CACM-3103  97    14.756     BM25_with_1Grams
    4 Q0  CACM-2906  98    14.673     BM25_with_1Grams
    4 Q0  CACM-1677  99    14.603     BM25_with_1Grams
    4 Q0  CACM-2541  100   14.6       BM25_with_1Grams

Results for Query: i'd like papers on design and implementation of editing interfaces, window-managers, command interpreters, etc.  the essential issues are human interface design, with views on improvements to user efficiency, effectiveness and satisfaction.


Query Q0  Doc_ID     Rank  Score      System Name
    5 Q0  CACM-2035  1     30.406     BM25_with_1Grams
    5 Q0  CACM-2003  2     26.852     BM25_with_1Grams
    5 Q0  CACM-1829  3     26.807     BM25_with_1Grams
    5 Q0  CACM-1698  4     26.301     BM25_with_1Grams
    5 Q0  CACM-1742  5     26.051     BM25_with_1Grams
    5 Q0  CACM-2321  6     25.657     BM25_with_1Grams
    5 Q0  CACM-2145  7     24.659     BM25_with_1Grams
    5 Q0  CACM-1960  8     24.387     BM25_with_1Grams
    5 Q0  CACM-2299  9     24.368     BM25_with_1Grams
    5 Q0  CACM-3147  10    23.559     BM25_with_1Grams
    5 Q0  CACM-1435  11    23.491     BM25_with_1Grams
    5 Q0  CACM-2629  12    22.264     BM25_with_1Grams
    5 Q0  CACM-2786  13    21.746     BM25_with_1Grams
    5 Q0  CACM-2357  14    21.124     BM25_with_1Grams
    5 Q0  CACM-2247  15    21.047     BM25_with_1Grams
    5 Q0  CACM-2542  16    21.019     BM25_with_1Grams
    5 Q0  CACM-1764  17    20.869     BM25_with_1Grams
    5 Q0  CACM-1605  18    20.831     BM25_with_1Grams
    5 Q0  CACM-2105  19    20.725     BM25_with_1Grams
    5 Q0  CACM-3102  20    20.629     BM25_with_1Grams
    5 Q0  CACM-1188  21    20.591     BM25_with_1Grams
    5 Q0  CACM-3137  22    20.564     BM25_with_1Grams
    5 Q0  CACM-1699  23    20.488     BM25_with_1Grams
    5 Q0  CACM-2957  24    19.966     BM25_with_1Grams
    5 Q0  CACM-0251  25    19.956     BM25_with_1Grams
    5 Q0  CACM-2860  26    19.775     BM25_with_1Grams
    5 Q0  CACM-1409  27    19.758     BM25_with_1Grams
    5 Q0  CACM-1392  28    19.718     BM25_with_1Grams
    5 Q0  CACM-2812  29    19.627     BM25_with_1Grams
    5 Q0  CACM-3050  30    19.555     BM25_with_1Grams
    5 Q0  CACM-2379  31    19.193     BM25_with_1Grams
    5 Q0  CACM-2522  32    19.087     BM25_with_1Grams
    5 Q0  CACM-2738  33    19.052     BM25_with_1Grams
    5 Q0  CACM-2188  34    18.858     BM25_with_1Grams
    5 Q0  CACM-1750  35    18.721     BM25_with_1Grams
