Precision and Recall Values for every query in the BM25_Stopped:

Query_ID   DOC_ID     Relevance  Rank  Precision  Recall    
1          CACM-1518  NR         95    0.03       0.6       
1          CACM-1747  NR         96    0.03       0.6       
1          CACM-1515  NR         97    0.03       0.6       
1          CACM-1341  NR         98    0.03       0.6       
1          CACM-1572  R          99    0.04       0.8       
1          CACM-2946  NR         100   0.04       0.8       

2          CACM-2434  R          1     1.0        0.33      
2          CACM-3078  R          2     1.0        0.67      
2          CACM-2863  R          3     1.0        1.0       
2          CACM-1046  NR         4     0.75       1.0       
2          CACM-1014  NR         5     0.6        1.0       
2          CACM-0492  NR         6     0.5        1.0       
2          CACM-1867  NR         7     0.43       1.0       
2          CACM-0435  NR         8     0.38       1.0       
2          CACM-1305  NR         9     0.33       1.0       
2          CACM-0597  NR         10    0.3        1.0       
2          CACM-0847  NR         11    0.27       1.0       
2          CACM-0397  NR         12    0.25       1.0       
2          CACM-1623  NR         13    0.23       1.0       
2          CACM-1625  NR         14    0.21       1.0       
2          CACM-3202  NR         15    0.2        1.0       
2          CACM-1397  NR         16    0.19       1.0       
2          CACM-1168  NR         17    0.18       1.0       
2          CACM-1345  NR         18    0.17       1.0       
2          CACM-1214  NR         19    0.16       1.0       
2          CACM-1424  NR         20    0.15       1.0       
2          CACM-1498  NR         21    0.14       1.0       
2          CACM-1183  NR         22    0.14       1.0       
2          CACM-1215  NR         23    0.13       1.0       
2          CACM-3189  NR         24    0.12       1.0       
2          CACM-1315  NR         25    0.12       1.0       
2          CACM-0531  NR         26    0.12       1.0       
2          CACM-1439  NR         27    0.11       1.0       
2          CACM-2645  NR         28    0.11       1.0       
2          CACM-1117  NR         29    0.1        1.0       
2          CACM-0971  NR         30    0.1        1.0       
2          CACM-1861  NR         31    0.1        1.0       
2          CACM-1591  NR         32    0.09       1.0       
2          CACM-0728  NR         33    0.09       1.0       
2          CACM-3204  NR         34    0.09       1.0       
2          CACM-1391  NR         35    0.09       1.0       
2          CACM-1486  NR         36    0.08       1.0       
2          CACM-2356  NR         37    0.08       1.0       
2          CACM-3201  NR         38    0.08       1.0       
2          CACM-1549  NR         39    0.08       1.0       
2          CACM-2439  NR         40    0.07       1.0       
2          CACM-1348  NR         41    0.07       1.0       
2          CACM-1523  NR         42    0.07       1.0       
2          CACM-0616  NR         43    0.07       1.0       
2          CACM-0942  NR         44    0.07       1.0       
2          CACM-1334  NR         45    0.07       1.0       
2          CACM-1403  NR         46    0.07       1.0       
2          CACM-2912  NR         47    0.06       1.0       
2          CACM-1926  NR         48    0.06       1.0       
2          CACM-1464  NR         49    0.06       1.0       
2          CACM-1427  NR         50    0.06       1.0       
2          CACM-1564  NR         51    0.06       1.0       
2          CACM-3127  NR         52    0.06       1.0       
2          CACM-2456  NR         53    0.06       1.0       
2          CACM-0282  NR         54    0.06       1.0       
2          CACM-2937  NR         55    0.05       1.0       
2          CACM-2519  NR         56    0.05       1.0       
2          CACM-3199  NR         57    0.05       1.0       
2          CACM-1161  NR         58    0.05       1.0       
2          CACM-1705  NR         59    0.05       1.0       
2          CACM-1468  NR         60    0.05       1.0       
2          CACM-2943  NR         61    0.05       1.0       
2          CACM-1542  NR         62    0.05       1.0       
2          CACM-1503  NR         63    0.05       1.0       
2          CACM-1469  NR         64    0.05       1.0       
2          CACM-2383  NR         65    0.05       1.0       
2          CACM-1145  NR         66    0.05       1.0       
2          CACM-1676  NR         67    0.04       1.0       
2          CACM-3080  NR         68    0.04       1.0       
2          CACM-1854  NR         69    0.04       1.0       
2          CACM-2317  NR         70    0.04       1.0       
2          CACM-0321  NR         71    0.04       1.0       
2          CACM-2939  NR         72    0.04       1.0       
2          CACM-2096  NR         73    0.04       1.0       
2          CACM-2471  NR         74    0.04       1.0       
2          CACM-3005  NR         75    0.04       1.0       
2          CACM-2850  NR         76    0.04       1.0       
2          CACM-1264  NR         77    0.04       1.0       
2          CACM-1939  NR         78    0.04       1.0       
2          CACM-1671  NR         79    0.04       1.0       
2          CACM-2092  NR         80    0.04       1.0       
2          CACM-3160  NR         81    0.04       1.0       
2          CACM-1680  NR         82    0.04       1.0       
2          CACM-1811  NR         83    0.04       1.0       
2          CACM-2812  NR         84    0.04       1.0       
2          CACM-1741  NR         85    0.04       1.0       
2          CACM-2217  NR         86    0.03       1.0       
2          CACM-2483  NR         87    0.03       1.0       
2          CACM-2002  NR         88    0.03       1.0       
2          CACM-3077  NR         89    0.03       1.0       
2          CACM-2233  NR         90    0.03       1.0       

3          CACM-2061  NR         1     0.0        0.0       
3          CACM-1496  NR         2     0.0        0.0       
3          CACM-0799  NR         3     0.0        0.0       
3          CACM-2921  NR         4     0.0        0.0       
3          CACM-0205  NR         5     0.0        0.0       
3          CACM-2411  NR         6     0.0        0.0       
3          CACM-2886  NR         7     0.0        0.0       
3          CACM-2939  NR         8     0.0        0.0       
3          CACM-3102  NR         9     0.0        0.0       
3          CACM-1223  NR         10    0.0        0.0       
3          CACM-2112  NR         11    0.0        0.0       
3          CACM-1134  R          12    0.08       0.17      
3          CACM-1788  NR         13    0.08       0.17      
3          CACM-2684  NR         14    0.07       0.17      
3          CACM-3093  NR         15    0.07       0.17      
3          CACM-0929  NR         16    0.06       0.17      
3          CACM-2579  NR         17    0.06       0.17      
3          CACM-2534  NR         18    0.06       0.17      
3          CACM-3030  NR         19    0.05       0.17      
3          CACM-1350  NR         20    0.05       0.17      
3          CACM-0051  NR         21    0.05       0.17      
3          CACM-0077  NR         22    0.05       0.17      
3          CACM-1402  NR         23    0.04       0.17      
3          CACM-2587  NR         24    0.04       0.17      
3          CACM-1313  NR         25    0.04       0.17      
3          CACM-0100  NR         26    0.04       0.17      
3          CACM-2316  NR         27    0.04       0.17      
3          CACM-1135  NR         28    0.04       0.17      
3          CACM-3115  NR         29    0.03       0.17      
3          CACM-2138  NR         30    0.03       0.17      
3          CACM-2603  NR         31    0.03       0.17      
3          CACM-0252  NR         32    0.03       0.17      
3          CACM-1723  NR         33    0.03       0.17      
3          CACM-2066  NR         34    0.03       0.17      
3          CACM-2659  NR         35    0.03       0.17      
3          CACM-2551  NR         36    0.03       0.17      
3          CACM-2658  NR         37    0.03       0.17      
3          CACM-1366  NR         38    0.03       0.17      
3          CACM-1783  NR         39    0.03       0.17      
3          CACM-1098  NR         40    0.03       0.17      
3          CACM-1007  NR         41    0.02       0.17      
3          CACM-0249  NR         42    0.02       0.17      
3          CACM-2929  NR         43    0.02       0.17      
3          CACM-3099  NR         44    0.02       0.17      
3          CACM-1703  NR         45    0.02       0.17      
3          CACM-0070  NR         46    0.02       0.17      
3          CACM-1387  NR         47    0.02       0.17      
3          CACM-1459  NR         48    0.02       0.17      
3          CACM-2064  NR         49    0.02       0.17      
3          CACM-1658  NR         50    0.02       0.17      
3          CACM-2705  NR         51    0.02       0.17      
3          CACM-2111  NR         52    0.02       0.17      
3          CACM-2495  NR         53    0.02       0.17      
3          CACM-1062  NR         54    0.02       0.17      
3          CACM-1392  NR         55    0.02       0.17      
3          CACM-0637  NR         56    0.02       0.17      
3          CACM-1852  NR         57    0.02       0.17      
3          CACM-2317  NR         58    0.02       0.17      
3          CACM-1565  NR         59    0.02       0.17      
3          CACM-1154  NR         60    0.02       0.17      
3          CACM-1306  NR         61    0.02       0.17      
3          CACM-2295  NR         62    0.02       0.17      
3          CACM-2645  NR         63    0.02       0.17      
3          CACM-1807  R          64    0.03       0.33      
3          CACM-1029  NR         65    0.03       0.33      
3          CACM-1678  NR         66    0.03       0.33      
3          CACM-2870  NR         67    0.03       0.33      
3          CACM-1314  NR         68    0.03       0.33      
3          CACM-1785  NR         69    0.03       0.33      
3          CACM-3150  NR         70    0.03       0.33      
3          CACM-2685  NR         71    0.03       0.33      
3          CACM-2572  NR         72    0.03       0.33      
3          CACM-2406  NR         73    0.03       0.33      
3          CACM-3148  NR         74    0.03       0.33      
3          CACM-1138  NR         75    0.03       0.33      
3          CACM-1142  NR         76    0.03       0.33      
3          CACM-2423  NR         77    0.03       0.33      
3          CACM-1485  NR         78    0.03       0.33      
3          CACM-2305  NR         79    0.03       0.33      
3          CACM-1102  NR         80    0.03       0.33      
3          CACM-1466  NR         81    0.02       0.33      
3          CACM-1467  NR         82    0.02       0.33      
3          CACM-2449  NR         83    0.02       0.33      
3          CACM-2871  NR         84    0.02       0.33      
3          CACM-0463  NR         85    0.02       0.33      
3          CACM-0920  NR         86    0.02       0.33      
3          CACM-2814  NR         87    0.02       0.33      
3          CACM-0628  NR         88    0.02       0.33      
3          CACM-0651  NR         89    0.02       0.33      
3          CACM-0762  NR         90    0.02       0.33      
3          CACM-1923  NR         91    0.02       0.33      
3          CACM-0058  NR         92    0.02       0.33      
3          CACM-1533  NR         93    0.02       0.33      
3          CACM-1682  NR         94    0.02       0.33      
3          CACM-2897  NR         95    0.02       0.33      
3          CACM-1787  NR         96    0.02       0.33      
3          CACM-2843  NR         97    0.02       0.33      
3          CACM-3177  NR         98    0.02       0.33      
3          CACM-1835  NR         99    0.02       0.33      
3          CACM-2666  NR         100   0.02       0.33      

4          CACM-2377  NR         1     0.0        0.0       
4          CACM-2939  NR         2     0.0        0.0       
4          CACM-2844  NR         3     0.0        0.0       
4          CACM-3128  R          4     0.25       0.08      
4          CACM-0483  NR         5     0.2        0.08      
4          CACM-2870  NR         6     0.17       0.08      
4          CACM-2742  NR         7     0.14       0.08      
4          CACM-2626  NR         8     0.12       0.08      
4          CACM-3043  R          9     0.22       0.17      
4          CACM-2936  NR         10    0.2        0.17      
4          CACM-2632  NR         11    0.18       0.17      
4          CACM-2767  NR         12    0.17       0.17      
4          CACM-2558  NR         13    0.15       0.17      
4          CACM-2840  NR         14    0.14       0.17      
4          CACM-3105  NR         15    0.13       0.17      
4          CACM-1485  NR         16    0.12       0.17      
4          CACM-1463  NR         17    0.12       0.17      
4          CACM-2721  NR         18    0.11       0.17      
4          CACM-1135  NR         19    0.11       0.17      
4          CACM-3064  NR         20    0.1        0.17      
4          CACM-1754  NR         21    0.1        0.17      
4          CACM-2342  NR         22    0.09       0.17      
4          CACM-2060  NR         23    0.09       0.17      
4          CACM-3049  NR         24    0.08       0.17      
4          CACM-3103  NR         25    0.08       0.17      
4          CACM-2958  NR         26    0.08       0.17      
4          CACM-2020  NR         27    0.07       0.17      
4          CACM-2519  NR         28    0.07       0.17      
4          CACM-2931  NR         29    0.07       0.17      
4          CACM-2895  NR         30    0.07       0.17      
4          CACM-2541  NR         31    0.06       0.17      
4          CACM-2314  NR         32    0.06       0.17      
4          CACM-1014  NR         33    0.06       0.17      
4          CACM-1677  NR         34    0.06       0.17      
4          CACM-1829  NR         35    0.06       0.17      
4          CACM-1470  NR         36    0.06       0.17      
4          CACM-2900  NR         37    0.05       0.17      
4          CACM-2851  NR         38    0.05       0.17      
4          CACM-2848  NR         39    0.05       0.17      
4          CACM-3073  R          40    0.07       0.25      
4          CACM-2439  NR         41    0.07       0.25      
4          CACM-3171  NR         42    0.07       0.25      
4          CACM-0409  NR         43    0.07       0.25      
4          CACM-2969  NR         44    0.07       0.25      
4          CACM-2376  NR         45    0.07       0.25      
4          CACM-1484  NR         46    0.07       0.25      
4          CACM-1534  NR         47    0.06       0.25      
4          CACM-1905  NR         48    0.06       0.25      
4          CACM-3120  NR         49    0.06       0.25      
4          CACM-2371  R          50    0.08       0.33      
4          CACM-3141  NR         51    0.08       0.33      
4          CACM-1595  NR         52    0.08       0.33      
4          CACM-2816  NR         53    0.08       0.33      
4          CACM-2877  NR         54    0.07       0.33      
4          CACM-3148  NR         55    0.07       0.33      
4          CACM-2929  NR         56    0.07       0.33      
4          CACM-1458  NR         57    0.07       0.33      
4          CACM-1153  NR         58    0.07       0.33      
4          CACM-1399  NR         59    0.07       0.33      
4          CACM-1145  NR         60    0.07       0.33      
4          CACM-1518  NR         61    0.07       0.33      
4          CACM-1527  NR         62    0.06       0.33      
4          CACM-2536  NR         63    0.06       0.33      
4          CACM-0616  NR         64    0.06       0.33      
4          CACM-1681  NR         65    0.06       0.33      
4          CACM-2949  NR         66    0.06       0.33      
4          CACM-1682  NR         67    0.06       0.33      
4          CACM-1623  NR         68    0.06       0.33      
4          CACM-2017  NR         69    0.06       0.33      
4          CACM-2932  NR         70    0.06       0.33      
4          CACM-2232  NR         71    0.06       0.33      
4          CACM-1665  NR         72    0.06       0.33      
4          CACM-1550  NR         73    0.05       0.33      
4          CACM-0435  NR         74    0.05       0.33      
4          CACM-1369  NR         75    0.05       0.33      
4          CACM-3184  NR         76    0.05       0.33      
4          CACM-3018  NR         77    0.05       0.33      
4          CACM-2701  NR         78    0.05       0.33      
4          CACM-2356  NR         79    0.05       0.33      
4          CACM-2912  R          80    0.06       0.42      
4          CACM-3127  R          81    0.07       0.5       
4          CACM-0020  NR         82    0.07       0.5       
4          CACM-2096  NR         83    0.07       0.5       
4          CACM-3069  NR         84    0.07       0.5       
4          CACM-3082  R          85    0.08       0.58      
4          CACM-3137  NR         86    0.08       0.58      
4          CACM-3111  NR         87    0.08       0.58      
4          CACM-2501  NR         88    0.08       0.58      
4          CACM-1846  NR         89    0.08       0.58      
4          CACM-2438  NR         90    0.08       0.58      
4          CACM-2080  NR         91    0.08       0.58      
4          CACM-1325  NR         92    0.08       0.58      
4          CACM-2849  NR         93    0.08       0.58      
4          CACM-1099  NR         94    0.07       0.58      
4          CACM-2578  NR         95    0.07       0.58      
4          CACM-2450  NR         96    0.07       0.58      
4          CACM-2865  NR         97    0.07       0.58      
4          CACM-1860  NR         98    0.07       0.58      
4          CACM-2383  NR         99    0.07       0.58      
4          CACM-3101  NR         100   0.07       0.58      

5          CACM-2035  R          1     1.0        0.12      
5          CACM-1829  NR         2     0.5        0.12      
5          CACM-2003  NR         3     0.33       0.12      
5          CACM-2299  R          4     0.5        0.25      
5          CACM-3147  NR         5     0.4        0.25      
5          CACM-1742  NR         6     0.33       0.25      
5          CACM-2321  NR         7     0.29       0.25      
5          CACM-1188  NR         8     0.25       0.25      
5          CACM-2357  NR         9     0.22       0.25      
5          CACM-1960  NR         10    0.2        0.25      
5          CACM-0251  NR         11    0.18       0.25      
5          CACM-1409  NR         12    0.17       0.25      
5          CACM-2145  NR         13    0.15       0.25      
5          CACM-2812  NR         14    0.14       0.25      
5          CACM-1392  NR         15    0.13       0.25      
5          CACM-1605  NR         16    0.12       0.25      
5          CACM-2873  NR         17    0.12       0.25      
5          CACM-2247  NR         18    0.11       0.25      
5          CACM-1747  NR         19    0.11       0.25      
5          CACM-2542  NR         20    0.1        0.25      
5          CACM-2105  NR         21    0.1        0.25      
5          CACM-1435  NR         22    0.09       0.25      
5          CACM-1698  NR         23    0.09       0.25      
5          CACM-1978  NR         24    0.08       0.25      
5          CACM-1937  NR         25    0.08       0.25      
5          CACM-2718  NR         26    0.08       0.25      
5          CACM-3137  NR         27    0.07       0.25      
5          CACM-1252  NR         28    0.07       0.25      
5          CACM-2078  NR         29    0.07       0.25      
5          CACM-2469  NR         30    0.07       0.25      
5          CACM-1053  NR         31    0.06       0.25      
5          CACM-2867  NR         32    0.06       0.25      
5          CACM-2106  NR         33    0.06       0.25      
5          CACM-1408  NR         34    0.06       0.25      
5          CACM-1699  NR         35    0.06       0.25      
5          CACM-2738  NR         36    0.06       0.25      
5          CACM-2629  NR         37    0.05       0.25      
5          CACM-1923  NR         38    0.05       0.25      
5          CACM-1395  NR         39    0.05       0.25      
5          CACM-1314  NR         40    0.05       0.25      
5          CACM-2753  NR         41    0.05       0.25      
5          CACM-2188  NR         42    0.05       0.25      
5          CACM-3030  NR         43    0.05       0.25      
5          CACM-2978  NR         44    0.05       0.25      
5          CACM-1534  NR         45    0.04       0.25      
5          CACM-2541  NR         46    0.04       0.25      
5          CACM-2860  NR         47    0.04       0.25      
5          CACM-2841  NR         48    0.04       0.25      
5          CACM-2522  NR         49    0.04       0.25      
5          CACM-0799  NR         50    0.04       0.25      
5          CACM-3102  NR         51    0.04       0.25      
5          CACM-2626  NR         52    0.04       0.25      
5          CACM-0173  NR         53    0.04       0.25      
5          CACM-1671  NR         54    0.04       0.25      
5          CACM-2230  NR         55    0.04       0.25      
5          CACM-3174  NR         56    0.04       0.25      
5          CACM-2957  NR         57    0.04       0.25      
5          CACM-0063  NR         58    0.03       0.25      
5          CACM-1572  NR         59    0.03       0.25      
5          CACM-0493  NR         60    0.03       0.25      
5          CACM-2451  NR         61    0.03       0.25      
5          CACM-1238  NR         62    0.03       0.25      
5          CACM-2534  NR         63    0.03       0.25      
5          CACM-2546  NR         64    0.03       0.25      
5          CACM-1571  NR         65    0.03       0.25      
5          CACM-1484  NR         66    0.03       0.25      
5          CACM-1101  NR         67    0.03       0.25      
5          CACM-1503  NR         68    0.03       0.25      
5          CACM-2322  NR         69    0.03       0.25      
5          CACM-2138  NR         70    0.03       0.25      
5          CACM-0491  NR         71    0.03       0.25      
5          CACM-2379  NR         72    0.03       0.25      
5          CACM-3012  NR         73    0.03       0.25      
5          CACM-0333  NR         74    0.03       0.25      
5          CACM-0606  NR         75    0.03       0.25      
5          CACM-2358  NR         76    0.03       0.25      
5          CACM-1746  NR         77    0.03       0.25      
5          CACM-1835  NR         78    0.03       0.25      
5          CACM-2782  NR         79    0.03       0.25      
5          CACM-2514  NR         80    0.03       0.25      
5          CACM-2786  NR         81    0.02       0.25      
5          CACM-1764  NR         82    0.02       0.25      
5          CACM-2848  NR         83    0.02       0.25      
5          CACM-2225  NR         84    0.02       0.25      
5          CACM-1750  NR         85    0.02       0.25      
5          CACM-2887  NR         86    0.02       0.25      
5          CACM-1159  NR         87    0.02       0.25      
5          CACM-1646  NR         88    0.02       0.25      
5          CACM-2329  NR         89    0.02       0.25      
5          CACM-2964  NR         90    0.02       0.25      
5          CACM-2218  NR         91    0.02       0.25      
5          CACM-2820  R          92    0.03       0.38      
5          CACM-2502  NR         93    0.03       0.38      
5          CACM-2553  NR         94    0.03       0.38      
5          CACM-1853  NR         95    0.03       0.38      
5          CACM-2572  NR         96    0.03       0.38      
5          CACM-3031  NR         97    0.03       0.38      
5          CACM-2868  NR         98    0.03       0.38      
5          CACM-1030  NR         99    0.03       0.38      
5          CACM-2647  NR         100   0.03       0.38      

6          CACM-2826  NR         1     0.0        0.0       
6          CACM-1543  R          2     0.5        0.33      
6          CACM-1014  NR         3     0.33       0.33      
6          CACM-2828  R          4     0.5        0.67      
6          CACM-0492  NR         5     0.4        0.67      
6          CACM-1867  NR         6     0.33       0.67      
6          CACM-0605  NR         7     0.29       0.67      
6          CACM-0435  NR         8     0.25       0.67      
6          CACM-1623  NR         9     0.22       0.67      
6          CACM-0695  NR         10    0.2        0.67      
6          CACM-1234  NR         11    0.18       0.67      
6          CACM-1397  NR         12    0.17       0.67      
6          CACM-1365  NR         13    0.15       0.67      
6          CACM-0531  NR         14    0.14       0.67      
6          CACM-1664  NR         15    0.13       0.67      
6          CACM-2230  NR         16    0.12       0.67      
6          CACM-0616  NR         17    0.12       0.67      
6          CACM-2721  NR         18    0.11       0.67      
6          CACM-2873  NR         19    0.11       0.67      
6          CACM-0242  NR         20    0.1        0.67      
6          CACM-3035  NR         21    0.1        0.67      
6          CACM-0417  NR         22    0.09       0.67      
6          CACM-2671  NR         23    0.09       0.67      
6          CACM-2753  NR         24    0.08       0.67      
6          CACM-2176  NR         25    0.08       0.67      
6          CACM-1009  NR         26    0.08       0.67      
6          CACM-2078  R          27    0.11       1.0       
6          CACM-2389  NR         28    0.11       1.0       
6          CACM-2187  NR         29    0.1        1.0       
6          CACM-2931  NR         30    0.1        1.0       
6          CACM-1148  NR         31    0.1        1.0       
6          CACM-0530  NR         32    0.09       1.0       
6          CACM-2707  NR         33    0.09       1.0       
6          CACM-1186  NR         34    0.09       1.0       
6          CACM-0705  NR         35    0.09       1.0       
6          CACM-2417  NR         36    0.08       1.0       
6          CACM-0697  NR         37    0.08       1.0       
6          CACM-0888  NR         38    0.08       1.0       
6          CACM-0704  NR         39    0.08       1.0       
6          CACM-0887  NR         40    0.07       1.0       
6          CACM-3188  NR         41    0.07       1.0       
6          CACM-2836  NR         42    0.07       1.0       
6          CACM-1046  NR         43    0.07       1.0       
6          CACM-1385  NR         44    0.07       1.0       
6          CACM-0768  NR         45    0.07       1.0       
6          CACM-2087  NR         46    0.07       1.0       
6          CACM-2505  NR         47    0.06       1.0       
6          CACM-3172  NR         48    0.06       1.0       
6          CACM-0767  NR         49    0.06       1.0       
6          CACM-2485  NR         50    0.06       1.0       
6          CACM-1113  NR         51    0.06       1.0       
6          CACM-3040  NR         52    0.06       1.0       
6          CACM-1368  NR         53    0.06       1.0       
6          CACM-2705  NR         54    0.06       1.0       
6          CACM-1001  NR         55    0.05       1.0       
6          CACM-2502  NR         56    0.05       1.0       
6          CACM-0397  NR         57    0.05       1.0       
6          CACM-2804  NR         58    0.05       1.0       
6          CACM-1621  NR         59    0.05       1.0       
6          CACM-2772  NR         60    0.05       1.0       
6          CACM-1088  NR         61    0.05       1.0       
6          CACM-2306  NR         62    0.05       1.0       
6          CACM-2666  NR         63    0.05       1.0       
6          CACM-2406  NR         64    0.05       1.0       
6          CACM-2834  NR         65    0.05       1.0       
6          CACM-1541  NR         66    0.05       1.0       
6          CACM-2399  NR         67    0.04       1.0       
6          CACM-3135  NR         68    0.04       1.0       
6          CACM-0971  NR         69    0.04       1.0       
6          CACM-2667  NR         70    0.04       1.0       
6          CACM-2547  NR         71    0.04       1.0       
6          CACM-1083  NR         72    0.04       1.0       
6          CACM-3086  NR         73    0.04       1.0       
6          CACM-1413  NR         74    0.04       1.0       
6          CACM-0670  NR         75    0.04       1.0       
6          CACM-2712  NR         76    0.04       1.0       
6          CACM-3117  NR         77    0.04       1.0       
6          CACM-0320  NR         78    0.04       1.0       
6          CACM-1404  NR         79    0.04       1.0       
6          CACM-2518  NR         80    0.04       1.0       
6          CACM-3148  NR         81    0.04       1.0       
6          CACM-1099  NR         82    0.04       1.0       
6          CACM-1781  NR         83    0.04       1.0       
6          CACM-1948  NR         84    0.04       1.0       
6          CACM-1267  NR         85    0.04       1.0       
6          CACM-3000  NR         86    0.03       1.0       
6          CACM-2698  NR         87    0.03       1.0       
6          CACM-1433  NR         88    0.03       1.0       
6          CACM-3008  NR         89    0.03       1.0       
6          CACM-3018  NR         90    0.03       1.0       
6          CACM-3154  NR         91    0.03       1.0       
6          CACM-2486  NR         92    0.03       1.0       
6          CACM-2936  NR         93    0.03       1.0       
6          CACM-0071  NR         94    0.03       1.0       
6          CACM-1748  NR         95    0.03       1.0       
6          CACM-2383  NR         96    0.03       1.0       
6          CACM-2740  NR         97    0.03       1.0       
6          CACM-1456  NR         98    0.03       1.0       
6          CACM-2810  NR         99    0.03       1.0       
6          CACM-2357  NR         100   0.03       1.0       

7          CACM-3043  R          1     1.0        0.04      
7          CACM-2912  R          2     1.0        0.07      
7          CACM-3141  R          3     1.0        0.11      
7          CACM-2950  NR         4     0.75       0.11      
7          CACM-2949  NR         5     0.6        0.11      
7          CACM-2903  NR         6     0.5        0.11      
7          CACM-2902  NR         7     0.43       0.11      
7          CACM-2325  NR         8     0.38       0.11      
7          CACM-2890  NR         9     0.33       0.11      
7          CACM-2376  R          10    0.4        0.14      
7          CACM-2884  NR         11    0.36       0.14      
7          CACM-0270  NR         12    0.33       0.14      
7          CACM-2273  NR         13    0.31       0.14      
7          CACM-3166  NR         14    0.29       0.14      
