Precision and Recall Values for every query in the Lucene:

Query_ID   DOC_ID     Relevance  Rank  Precision  Recall    
3          CACM-1402  NR         47    0.04       0.33      
3          CACM-1029  NR         48    0.04       0.33      
3          CACM-1484  NR         49    0.04       0.33      
3          CACM-1746  NR         50    0.04       0.33      
3          CACM-3105  NR         51    0.04       0.33      
3          CACM-2652  NR         52    0.04       0.33      
3          CACM-1350  NR         53    0.04       0.33      
3          CACM-1947  R          54    0.06       0.5       
3          CACM-0062  NR         55    0.05       0.5       
3          CACM-2316  NR         56    0.05       0.5       
3          CACM-2534  NR         57    0.05       0.5       
3          CACM-2138  NR         58    0.05       0.5       
3          CACM-3124  NR         59    0.05       0.5       
3          CACM-1098  NR         60    0.05       0.5       
3          CACM-1521  NR         61    0.05       0.5       
3          CACM-1572  NR         62    0.05       0.5       
3          CACM-1366  NR         63    0.05       0.5       
3          CACM-1611  NR         64    0.05       0.5       
3          CACM-2111  NR         65    0.05       0.5       
3          CACM-2718  NR         66    0.05       0.5       
3          CACM-2873  NR         67    0.04       0.5       
3          CACM-2551  NR         68    0.04       0.5       
3          CACM-2929  NR         69    0.04       0.5       
3          CACM-1783  NR         70    0.04       0.5       
3          CACM-1135  NR         71    0.04       0.5       
3          CACM-0464  NR         72    0.04       0.5       
3          CACM-1678  NR         73    0.04       0.5       
3          CACM-1392  NR         74    0.04       0.5       
3          CACM-2317  NR         75    0.04       0.5       
3          CACM-2658  NR         76    0.04       0.5       
3          CACM-1007  NR         77    0.04       0.5       
3          CACM-2295  NR         78    0.04       0.5       
3          CACM-2558  NR         79    0.04       0.5       
3          CACM-2470  NR         80    0.04       0.5       
3          CACM-1459  NR         81    0.04       0.5       
3          CACM-0077  NR         82    0.04       0.5       
3          CACM-1313  NR         83    0.04       0.5       
3          CACM-0070  NR         84    0.04       0.5       
3          CACM-2136  NR         85    0.04       0.5       
3          CACM-2179  NR         86    0.03       0.5       
3          CACM-2746  NR         87    0.03       0.5       
3          CACM-2424  NR         88    0.03       0.5       
3          CACM-2990  NR         89    0.03       0.5       
3          CACM-2572  NR         90    0.03       0.5       
3          CACM-2705  NR         91    0.03       0.5       
3          CACM-0051  NR         92    0.03       0.5       
3          CACM-2587  NR         93    0.03       0.5       
3          CACM-2542  NR         94    0.03       0.5       
3          CACM-2210  NR         95    0.03       0.5       
3          CACM-1456  NR         96    0.03       0.5       
3          CACM-1309  NR         97    0.03       0.5       
3          CACM-1062  NR         98    0.03       0.5       
3          CACM-0929  NR         99    0.03       0.5       
3          CACM-2066  NR         100   0.03       0.5       

4          CACM-2377  NR         1     0.0        0.0       
4          CACM-2342  NR         2     0.0        0.0       
4          CACM-3128  R          3     0.33       0.08      
4          CACM-3043  R          4     0.5        0.17      
4          CACM-3141  NR         5     0.4        0.17      
4          CACM-2939  NR         6     0.33       0.17      
4          CACM-1135  NR         7     0.29       0.17      
4          CACM-2905  NR         8     0.25       0.17      
4          CACM-2438  NR         9     0.22       0.17      
4          CACM-2684  NR         10    0.2        0.17      
4          CACM-2314  NR         11    0.18       0.17      
4          CACM-2931  NR         12    0.17       0.17      
4          CACM-2900  NR         13    0.15       0.17      
4          CACM-2895  NR         14    0.14       0.17      
4          CACM-2848  NR         15    0.13       0.17      
4          CACM-2439  NR         16    0.12       0.17      
4          CACM-2060  NR         17    0.12       0.17      
4          CACM-3049  NR         18    0.11       0.17      
4          CACM-2969  NR         19    0.11       0.17      
4          CACM-1588  NR         20    0.1        0.17      
4          CACM-1323  NR         21    0.1        0.17      
4          CACM-1727  NR         22    0.09       0.17      
4          CACM-3103  NR         23    0.09       0.17      
4          CACM-1145  NR         24    0.08       0.17      
4          CACM-0616  NR         25    0.08       0.17      
4          CACM-0409  NR         26    0.08       0.17      
4          CACM-3105  NR         27    0.07       0.17      
4          CACM-2519  NR         28    0.07       0.17      
4          CACM-2851  NR         29    0.07       0.17      
4          CACM-1458  NR         30    0.07       0.17      
4          CACM-2767  NR         31    0.06       0.17      
4          CACM-3056  NR         32    0.06       0.17      
4          CACM-2721  NR         33    0.06       0.17      
4          CACM-3148  NR         34    0.06       0.17      
4          CACM-1253  NR         35    0.06       0.17      
4          CACM-1846  NR         36    0.06       0.17      
4          CACM-2840  NR         37    0.05       0.17      
4          CACM-2742  NR         38    0.05       0.17      
4          CACM-2915  NR         39    0.05       0.17      
4          CACM-3021  NR         40    0.05       0.17      
4          CACM-0435  NR         41    0.05       0.17      
4          CACM-2916  NR         42    0.05       0.17      
4          CACM-2890  NR         43    0.05       0.17      
4          CACM-1665  NR         44    0.05       0.17      
4          CACM-2949  NR         45    0.04       0.17      
4          CACM-1908  NR         46    0.04       0.17      
4          CACM-3188  NR         47    0.04       0.17      
4          CACM-2080  NR         48    0.04       0.17      
4          CACM-2940  NR         49    0.04       0.17      
4          CACM-0724  NR         50    0.04       0.17      
4          CACM-2376  NR         51    0.04       0.17      
4          CACM-2705  NR         52    0.04       0.17      
4          CACM-1742  NR         53    0.04       0.17      
4          CACM-1530  NR         54    0.04       0.17      
4          CACM-0243  NR         55    0.04       0.17      
4          CACM-1166  NR         56    0.04       0.17      
4          CACM-3018  NR         57    0.04       0.17      
4          CACM-1829  NR         58    0.03       0.17      
4          CACM-1272  NR         59    0.03       0.17      
4          CACM-1651  NR         60    0.03       0.17      
4          CACM-2534  NR         61    0.03       0.17      
4          CACM-1014  NR         62    0.03       0.17      
4          CACM-1978  NR         63    0.03       0.17      
4          CACM-2177  NR         64    0.03       0.17      
4          CACM-1159  NR         65    0.03       0.17      
4          CACM-2536  NR         66    0.03       0.17      
4          CACM-2865  NR         67    0.03       0.17      
4          CACM-1699  NR         68    0.03       0.17      
4          CACM-1536  NR         69    0.03       0.17      
4          CACM-1180  NR         70    0.03       0.17      
4          CACM-2932  NR         71    0.03       0.17      
4          CACM-2406  NR         72    0.03       0.17      
4          CACM-3013  NR         73    0.03       0.17      
4          CACM-3081  NR         74    0.03       0.17      
4          CACM-2958  NR         75    0.03       0.17      
4          CACM-3069  NR         76    0.03       0.17      
4          CACM-1626  NR         77    0.03       0.17      
4          CACM-2252  NR         78    0.03       0.17      
4          CACM-2929  NR         79    0.03       0.17      
4          CACM-1506  NR         80    0.03       0.17      
4          CACM-1886  NR         81    0.02       0.17      
4          CACM-1931  NR         82    0.02       0.17      
4          CACM-1677  NR         83    0.02       0.17      
4          CACM-2870  NR         84    0.02       0.17      
4          CACM-2912  R          85    0.04       0.25      
4          CACM-3020  NR         86    0.03       0.25      
4          CACM-0483  NR         87    0.03       0.25      
4          CACM-1099  NR         88    0.03       0.25      
4          CACM-3072  NR         89    0.03       0.25      
4          CACM-1681  NR         90    0.03       0.25      
4          CACM-3057  NR         91    0.03       0.25      
4          CACM-1307  NR         92    0.03       0.25      
4          CACM-1362  NR         93    0.03       0.25      
4          CACM-2989  NR         94    0.03       0.25      
4          CACM-1527  NR         95    0.03       0.25      
4          CACM-1698  NR         96    0.03       0.25      
4          CACM-2273  NR         97    0.03       0.25      
4          CACM-2378  NR         98    0.03       0.25      
4          CACM-0321  NR         99    0.03       0.25      
4          CACM-2017  NR         100   0.03       0.25      

5          CACM-2035  R          1     1.0        0.12      
5          CACM-1829  NR         2     0.5        0.12      
5          CACM-2629  NR         3     0.33       0.12      
5          CACM-2321  NR         4     0.25       0.12      
5          CACM-2357  NR         5     0.2        0.12      
5          CACM-3050  NR         6     0.17       0.12      
5          CACM-1978  NR         7     0.14       0.12      
5          CACM-2299  R          8     0.25       0.25      
5          CACM-1698  NR         9     0.22       0.25      
5          CACM-2003  NR         10    0.2        0.25      
5          CACM-1188  NR         11    0.18       0.25      
5          CACM-1699  NR         12    0.17       0.25      
5          CACM-1671  NR         13    0.15       0.25      
5          CACM-2786  NR         14    0.14       0.25      
5          CACM-1764  NR         15    0.13       0.25      
5          CACM-1742  NR         16    0.12       0.25      
5          CACM-3147  NR         17    0.12       0.25      
5          CACM-1960  NR         18    0.11       0.25      
5          CACM-2169  NR         19    0.11       0.25      
5          CACM-1937  NR         20    0.1        0.25      
5          CACM-2145  NR         21    0.1        0.25      
5          CACM-1605  NR         22    0.09       0.25      
5          CACM-2247  NR         23    0.09       0.25      
5          CACM-3102  NR         24    0.08       0.25      
5          CACM-2820  R          25    0.12       0.38      
5          CACM-0892  NR         26    0.12       0.38      
5          CACM-2106  NR         27    0.11       0.38      
5          CACM-2534  NR         28    0.11       0.38      
5          CACM-2542  NR         29    0.1        0.38      
5          CACM-2873  NR         30    0.1        0.38      
5          CACM-1435  NR         31    0.1        0.38      
5          CACM-1502  R          32    0.12       0.5       
5          CACM-1392  NR         33    0.12       0.5       
5          CACM-2841  NR         34    0.12       0.5       
5          CACM-3011  NR         35    0.11       0.5       
5          CACM-2252  NR         36    0.11       0.5       
5          CACM-2138  NR         37    0.11       0.5       
5          CACM-3137  NR         38    0.11       0.5       
5          CACM-1409  NR         39    0.1        0.5       
5          CACM-1571  NR         40    0.1        0.5       
5          CACM-1923  NR         41    0.1        0.5       
5          CACM-2483  NR         42    0.1        0.5       
5          CACM-2105  NR         43    0.09       0.5       
5          CACM-2314  NR         44    0.09       0.5       
5          CACM-2947  NR         45    0.09       0.5       
5          CACM-3144  NR         46    0.09       0.5       
5          CACM-2522  NR         47    0.09       0.5       
5          CACM-2622  NR         48    0.08       0.5       
5          CACM-2812  NR         49    0.08       0.5       
5          CACM-1159  NR         50    0.08       0.5       
5          CACM-2188  NR         51    0.08       0.5       
5          CACM-1519  NR         52    0.08       0.5       
5          CACM-2572  NR         53    0.08       0.5       
5          CACM-2380  NR         54    0.07       0.5       
5          CACM-1853  NR         55    0.07       0.5       
5          CACM-2738  NR         56    0.07       0.5       
5          CACM-1281  NR         57    0.07       0.5       
5          CACM-2396  NR         58    0.07       0.5       
5          CACM-1962  NR         59    0.07       0.5       
5          CACM-2358  NR         60    0.07       0.5       
5          CACM-1534  NR         61    0.07       0.5       
5          CACM-2399  R          62    0.08       0.62      
5          CACM-3127  NR         63    0.08       0.62      
5          CACM-1395  NR         64    0.08       0.62      
5          CACM-2860  NR         65    0.08       0.62      
5          CACM-2469  NR         66    0.08       0.62      
5          CACM-2439  NR         67    0.07       0.62      
5          CACM-3012  NR         68    0.07       0.62      
5          CACM-1824  NR         69    0.07       0.62      
5          CACM-1750  NR         70    0.07       0.62      
5          CACM-2956  NR         71    0.07       0.62      
5          CACM-2716  NR         72    0.07       0.62      
5          CACM-0251  NR         73    0.07       0.62      
5          CACM-2771  NR         74    0.07       0.62      
5          CACM-2155  NR         75    0.07       0.62      
5          CACM-2957  NR         76    0.07       0.62      
5          CACM-1810  NR         77    0.06       0.62      
5          CACM-3087  NR         78    0.06       0.62      
5          CACM-2401  NR         79    0.06       0.62      
5          CACM-1238  NR         80    0.06       0.62      
5          CACM-2950  NR         81    0.06       0.62      
5          CACM-2379  NR         82    0.06       0.62      
5          CACM-2990  NR         83    0.06       0.62      
5          CACM-1901  NR         84    0.06       0.62      
5          CACM-0679  NR         85    0.06       0.62      
5          CACM-1487  NR         86    0.06       0.62      
5          CACM-1708  NR         87    0.06       0.62      
5          CACM-1589  NR         88    0.06       0.62      
5          CACM-1603  NR         89    0.06       0.62      
5          CACM-2277  NR         90    0.06       0.62      
5          CACM-1530  NR         91    0.05       0.62      
5          CACM-1646  NR         92    0.05       0.62      
5          CACM-2535  NR         93    0.05       0.62      
5          CACM-1200  NR         94    0.05       0.62      
5          CACM-2592  NR         95    0.05       0.62      
5          CACM-2002  NR         96    0.05       0.62      
5          CACM-2959  NR         97    0.05       0.62      
5          CACM-0972  NR         98    0.05       0.62      
5          CACM-1747  NR         99    0.05       0.62      
5          CACM-2148  NR         100   0.05       0.62      

6          CACM-2826  NR         1     0.0        0.0       
6          CACM-2828  R          2     0.5        0.33      
6          CACM-2721  NR         3     0.33       0.33      
6          CACM-0695  NR         4     0.25       0.33      
6          CACM-1543  R          5     0.4        0.67      
6          CACM-2230  NR         6     0.33       0.67      
6          CACM-0435  NR         7     0.29       0.67      
6          CACM-2931  NR         8     0.25       0.67      
6          CACM-0492  NR         9     0.22       0.67      
6          CACM-0531  NR         10    0.2        0.67      
6          CACM-1341  NR         11    0.18       0.67      
6          CACM-0605  NR         12    0.17       0.67      
6          CACM-1014  NR         13    0.15       0.67      
6          CACM-1867  NR         14    0.14       0.67      
6          CACM-0670  NR         15    0.13       0.67      
6          CACM-1397  NR         16    0.12       0.67      
6          CACM-0438  NR         17    0.12       0.67      
6          CACM-2176  NR         18    0.11       0.67      
6          CACM-0417  NR         19    0.11       0.67      
6          CACM-1365  NR         20    0.1        0.67      
6          CACM-0242  NR         21    0.1        0.67      
6          CACM-2389  NR         22    0.09       0.67      
6          CACM-1234  NR         23    0.09       0.67      
6          CACM-2873  NR         24    0.08       0.67      
6          CACM-3035  NR         25    0.08       0.67      
6          CACM-1009  NR         26    0.08       0.67      
6          CACM-3198  NR         27    0.07       0.67      
6          CACM-1664  NR         28    0.07       0.67      
6          CACM-1623  NR         29    0.07       0.67      
6          CACM-1046  NR         30    0.07       0.67      
6          CACM-2753  NR         31    0.06       0.67      
6          CACM-1698  NR         32    0.06       0.67      
6          CACM-2078  R          33    0.09       1.0       
6          CACM-2187  NR         34    0.09       1.0       
6          CACM-1634  NR         35    0.09       1.0       
6          CACM-0616  NR         36    0.08       1.0       
6          CACM-1978  NR         37    0.08       1.0       
6          CACM-1385  NR         38    0.08       1.0       
6          CACM-1885  NR         39    0.08       1.0       
6          CACM-2572  NR         40    0.07       1.0       
6          CACM-2095  NR         41    0.07       1.0       
6          CACM-1148  NR         42    0.07       1.0       
6          CACM-2707  NR         43    0.07       1.0       
6          CACM-2810  NR         44    0.07       1.0       
6          CACM-2319  NR         45    0.07       1.0       
6          CACM-3135  NR         46    0.07       1.0       
6          CACM-0731  NR         47    0.06       1.0       
6          CACM-2943  NR         48    0.06       1.0       
6          CACM-3150  NR         49    0.06       1.0       
6          CACM-2167  NR         50    0.06       1.0       
6          CACM-2622  NR         51    0.06       1.0       
6          CACM-2485  NR         52    0.06       1.0       
6          CACM-2486  NR         53    0.06       1.0       
6          CACM-0321  NR         54    0.06       1.0       
6          CACM-2582  NR         55    0.05       1.0       
6          CACM-3188  NR         56    0.05       1.0       
6          CACM-2046  NR         57    0.05       1.0       
6          CACM-2231  NR         58    0.05       1.0       
6          CACM-2705  NR         59    0.05       1.0       
6          CACM-0281  NR         60    0.05       1.0       
6          CACM-1348  NR         61    0.05       1.0       
6          CACM-2406  NR         62    0.05       1.0       
6          CACM-2900  NR         63    0.05       1.0       
6          CACM-2667  NR         64    0.05       1.0       
6          CACM-3154  NR         65    0.05       1.0       
6          CACM-3125  NR         66    0.05       1.0       
6          CACM-2887  NR         67    0.04       1.0       
6          CACM-1846  NR         68    0.04       1.0       
6          CACM-2834  NR         69    0.04       1.0       
6          CACM-1184  NR         70    0.04       1.0       
6          CACM-1379  NR         71    0.04       1.0       
6          CACM-2519  NR         72    0.04       1.0       
6          CACM-1928  NR         73    0.04       1.0       
6          CACM-1621  NR         74    0.04       1.0       
6          CACM-3156  NR         75    0.04       1.0       
6          CACM-1001  NR         76    0.04       1.0       
6          CACM-1199  NR         77    0.04       1.0       
6          CACM-3172  NR         78    0.04       1.0       
6          CACM-1404  NR         79    0.04       1.0       
6          CACM-3033  NR         80    0.04       1.0       
6          CACM-2836  NR         81    0.04       1.0       
6          CACM-2712  NR         82    0.04       1.0       
6          CACM-1748  NR         83    0.04       1.0       
6          CACM-1443  NR         84    0.04       1.0       
6          CACM-2383  NR         85    0.04       1.0       
6          CACM-1413  NR         86    0.03       1.0       
6          CACM-1262  NR         87    0.03       1.0       
6          CACM-3000  NR         88    0.03       1.0       
6          CACM-1781  NR         89    0.03       1.0       
6          CACM-1930  NR         90    0.03       1.0       
6          CACM-3030  NR         91    0.03       1.0       
6          CACM-2314  NR         92    0.03       1.0       
6          CACM-1456  NR         93    0.03       1.0       
6          CACM-1458  NR         94    0.03       1.0       
6          CACM-2496  NR         95    0.03       1.0       
6          CACM-2671  NR         96    0.03       1.0       
6          CACM-0320  NR         97    0.03       1.0       
6          CACM-1362  NR         98    0.03       1.0       
6          CACM-2166  NR         99    0.03       1.0       
6          CACM-2610  NR         100   0.03       1.0       

7          CACM-3043  R          1     1.0        0.04      
7          CACM-2912  R          2     1.0        0.07      
7          CACM-3128  R          3     1.0        0.11      
7          CACM-3141  R          4     1.0        0.14      
7          CACM-2903  NR         5     0.8        0.14      
